,HomeTeam
3203,Sarpsborg 08
3204,Tromso
3205,Viking
3206,Valerenga
3207,Lillestrom
3208,Stabaek
3209,Bodo/Glimt
3210,Haugesund
3211,Molde
3212,Sandefjord
3213,Stromsgodset
3214,Rosenborg
3215,Kristiansund
3216,Odd
3217,Mjondalen
3218,Sarpsborg 08
3219,Valerenga
3220,Viking
3221,Tromso
3222,Lillestrom
3223,Stromsgodset
3224,Brann
3225,Haugesund
3226,Molde
3227,Rosenborg
3228,Sandefjord
3229,Bodo/Glimt
3230,Stabaek
3231,Sarpsborg 08
3232,Viking
3233,Mjondalen
3234,Odd
3235,Stabaek
3236,Tromso
3237,Valerenga
3238,Kristiansund
3239,Lillestrom
3240,Molde
3241,Bodo/Glimt
3242,Brann
3243,Haugesund
3244,Sandefjord
3245,Stromsgodset
3246,Rosenborg
3247,Viking
3248,Stabaek
3249,Kristiansund
3250,Rosenborg
3251,Stromsgodset
3252,Tromso
3253,Valerenga
3254,Odd
3255,Haugesund
3256,Lillestrom
3257,Mjondalen
3258,Sandefjord
3259,Tromso
3260,Molde
3261,Brann
3262,Sarpsborg 08
3263,Kristiansund
3264,Rosenborg
3265,Bodo/Glimt
3266,Odd
3267,Stabaek
3268,Stromsgodset
3269,Viking
3270,Valerenga
3271,Pogon Szczecin
3272,Piast Gliwice
3273,Jagiellonia
3274,Widzew Lodz
3275,Lech Poznan
3276,Wisla
3277,Legia
3278,Lechia Gdansk
3279,Zaglebie
3280,Jagiellonia
3281,Podbeskidzie
3282,Widzew Lodz
3283,Polonia Warszawa
3284,Slask Wroclaw
3285,GKS Belchatow
3286,Pogon Szczecin
3287,Piast Gliwice
3288,Wisla
3289,Korona Kielce
3290,Widzew Lodz
3291,Jagiellonia
3292,Lech Poznan
3293,Slask Wroclaw
3294,Legia
3295,Podbeskidzie
3296,Pogon Szczecin
3297,Polonia Warszawa
3298,Lechia Gdansk
3299,Ruch
3300,Zaglebie
3301,Gornik Z.
3302,GKS Belchatow
3303,Korona Kielce
3304,Legia
3305,Jagiellonia
3306,Ruch
3307,Wisla
3308,Slask Wroclaw
3309,Lech Poznan
3310,Widzew Lodz
3311,Podbeskidzie
3312,Polonia Warszawa
3313,GKS Belchatow
3314,Pogon Szczecin
3315,Zaglebie
3316,Gornik Z.
3317,Lechia Gdansk
3318,Piast Gliwice
3319,Ruch
3320,Legia
3321,Korona Kielce
3322,Podbeskidzie
3323,Lech Poznan
3324,Widzew Lodz
3325,Slask Wroclaw
3326,Jagiellonia
3327,Gornik Z.
3328,Zaglebie
3329,GKS Belchatow
3330,Piast Gliwice
3331,Wisla
3332,Lechia Gdansk
3333,Polonia Warszawa
3334,Pogon Szczecin
3335,Podbeskidzie
3336,Widzew Lodz
3337,Korona Kielce
3338,GKS Belchatow
3339,Lech Poznan
3340,Slask Wroclaw
3341,Legia
3342,Ruch
3343,Gornik Z.
3344,Wisla
3345,Piast Gliwice
3346,Zaglebie
3347,Jagiellonia
3348,Lechia Gdansk
3349,Polonia Warszawa
3350,Pogon Szczecin
3351,Ruch
3352,Widzew Lodz
3353,Podbeskidzie
3354,Slask Wroclaw
3355,Legia
3356,Gornik Z.
3357,Korona Kielce
3358,GKS Belchatow
3359,Zaglebie
3360,Lechia Gdansk
3361,Piast Gliwice
3362,Jagiellonia
3363,Polonia Warszawa
3364,Lech Poznan
3365,Wisla
3366,Pogon Szczecin
3367,Korona Kielce
3368,Legia
3369,GKS Belchatow
3370,Polonia Warszawa
3371,Gornik Z.
3372,Slask Wroclaw
3373,Ruch
3374,Podbeskidzie
3375,Jagiellonia
3376,Lech Poznan
3377,Pogon Szczecin
3378,Widzew Lodz
3379,Wisla
3380,Lechia Gdansk
3381,Legia
3382,Piast Gliwice
3383,Ruch
3384,Slask Wroclaw
3385,GKS Belchatow
3386,Zaglebie
3387,Gornik Z.
3388,Podbeskidzie
3389,Korona Kielce
3390,Polonia Warszawa
3391,Zaglebie
3392,Polonia Warszawa
3393,Podbeskidzie
3394,Slask Wroclaw
3395,Korona Kielce
3396,GKS Belchatow
3397,Ruch
3398,Gornik Z.
3399,Lechia Gdansk
3400,Lech Poznan
3401,Ruch
3402,Piast Gliwice
3403,Legia
3404,Korona Kielce
3405,Gornik Z.
3406,Wisla
3407,Zaglebie
3408,Podbeskidzie
3409,GKS Belchatow
3410,Ruch
3411,Polonia Warszawa
3412,Pogon Szczecin
3413,Gornik Z.
3414,Lechia Gdansk
3415,Jagiellonia
3416,Legia
3417,Korona Kielce
3418,Widzew Lodz
3419,Lech Poznan
3420,Slask Wroclaw
3421,Wisla
3422,Piast Gliwice
3423,Podbeskidzie
3424,Gornik Z.
3425,Piast Gliwice
3426,GKS Belchatow
3427,Polonia Warszawa
3428,Zaglebie
3429,Lechia Gdansk
3430,Pogon Szczecin
3431,Ruch
3432,Lech Poznan
3433,Jagiellonia
3434,Slask Wroclaw
3435,Legia
3436,Korona Kielce
3437,Wisla
3438,Widzew Lodz
3439,Pogon Szczecin
3440,Zaglebie
3441,GKS Belchatow
3442,Polonia Warszawa
3443,Wisla
3444,Gornik Z.
3445,Lechia Gdansk
3446,Piast Gliwice
3447,Widzew Lodz
3448,Korona Kielce
3449,Podbeskidzie
3450,Jagiellonia
3451,Legia
3452,Slask Wroclaw
3453,Lech Poznan
3454,Ruch
3455,Pogon Szczecin
3456,Wisla
3457,Polonia Warszawa
3458,Lechia Gdansk
3459,Piast Gliwice
3460,Zaglebie
3461,Gornik Z.
3462,Jagiellonia
3463,Podbeskidzie
3464,Korona Kielce
3465,Widzew Lodz
3466,GKS Belchatow
3467,Lech Poznan
3468,Legia
3469,Slask Wroclaw
3470,Ruch
3471,Polonia Warszawa
3472,Lech Poznan
3473,Pogon Szczecin
3474,Wisla
3475,Jagiellonia
3476,Piast Gliwice
3477,Lechia Gdansk
3478,Zaglebie
3479,Ruch
3480,Slask Wroclaw
3481,Legia
3482,Podbeskidzie
3483,Gornik Z.
3484,GKS Belchatow
3485,Korona Kielce
3486,Widzew Lodz
3487,Piast Gliwice
3488,Wisla
3489,Widzew Lodz
3490,Lechia Gdansk
3491,Lech Poznan
3492,Pogon Szczecin
3493,Jagiellonia
3494,Zaglebie
3495,Gornik Z.
3496,Podbeskidzie
3497,Polonia Warszawa
3498,Ruch
3499,Slask Wroclaw
3500,Zaglebie
3501,GKS Belchatow
3502,Korona Kielce
3503,Jagiellonia
3504,Lech Poznan
3505,Lechia Gdansk
3506,Legia
3507,Piast Gliwice
3508,Pogon Szczecin
3509,Widzew Lodz
3510,Wisla
3511,Zaglebie
3512,Wisla
3513,Zawisza
3514,Legia
3515,Korona Kielce
3516,Cracovia
3517,Ruch
3518,Lechia Gdansk
3519,Ruch
3520,Widzew Lodz
3521,Podbeskidzie
3522,Pogon Szczecin
3523,Piast Gliwice
3524,Slask Wroclaw
3525,Lech Poznan
3526,Korona Kielce
3527,Cracovia
3528,Zawisza
3529,Widzew Lodz
3530,Legia
3531,Gornik Z.
3532,Slask Wroclaw
3533,Zaglebie
3534,Lechia Gdansk
3535,Podbeskidzie
3536,Wisla
3537,Widzew Lodz
3538,Lechia Gdansk
3539,Ruch
3540,Pogon Szczecin
3541,Lech Poznan
3542,Piast Gliwice
3543,Zaglebie
3544,Gornik Z.
3545,Zawisza
3546,Jagiellonia
3547,Legia
3548,Slask Wroclaw
3549,Wisla
3550,Korona Kielce
3551,Lechia Gdansk
3552,Ruch
3553,Widzew Lodz
3554,Pogon Szczecin
3555,Cracovia
3556,Piast Gliwice
3557,Lech Poznan
3558,Podbeskidzie
3559,Widzew Lodz
3560,Wisla
3561,Zawisza
3562,Slask Wroclaw
3563,Korona Kielce
3564,Jagiellonia
3565,Pogon Szczecin
3566,Gornik Z.
3567,Podbeskidzie
3568,Piast Gliwice
3569,Lech Poznan
3570,Lechia Gdansk
3571,Cracovia
3572,Zaglebie
3573,Ruch
3574,Legia
3575,Pogon Szczecin
3576,Piast Gliwice
3577,Zawisza
3578,Wisla
3579,Slask Wroclaw
3580,Widzew Lodz
3581,Jagiellonia
3582,Korona Kielce
3583,Podbeskidzie
3584,Cracovia
3585,Ruch
3586,Legia
3587,Zaglebie
3588,Lech Poznan
3589,Gornik Z.
3590,Lechia Gdansk
3591,Zawisza
3592,Slask Wroclaw
3593,Jagiellonia
3594,Pogon Szczecin
3595,Podbeskidzie
3596,Wisla
3597,Widzew Lodz
3598,Piast Gliwice
3599,Korona Kielce
3600,Gornik Z.
3601,Zawisza
3602,Zaglebie
3603,Lechia Gdansk
3604,Cracovia
3605,Legia
3606,Ruch
3607,Podbeskidzie
3608,Widzew Lodz
3609,Jagiellonia
3610,Pogon Szczecin
3611,Piast Gliwice
3612,Wisla
3613,Slask Wroclaw
3614,Lech Poznan
3615,Gornik Z.
3616,Pogon Szczecin
3617,Wisla
3618,Korona Kielce
3619,Zaglebie
3620,Zawisza
3621,Slask Wroclaw
3622,Jagiellonia
3623,Cracovia
3624,Widzew Lodz
3625,Legia
3626,Lechia Gdansk
3627,Lech Poznan
3628,Piast Gliwice
3629,Podbeskidzie
3630,Ruch
3631,Jagiellonia
3632,Gornik Z.
3633,Piast Gliwice
3634,Podbeskidzie
3635,Lech Poznan
3636,Slask Wroclaw
3637,Widzew Lodz
3638,Pogon Szczecin
3639,Zaglebie
3640,Wisla
3641,Zawisza
3642,Jagiellonia
3643,Legia
3644,Lechia Gdansk
3645,Gornik Z.
3646,Cracovia
3647,Jagiellonia
3648,Pogon Szczecin
3649,Wisla
3650,Korona Kielce
3651,Piast Gliwice
3652,Lech Poznan
3653,Ruch
3654,Podbeskidzie
3655,Jagiellonia
3656,Slask Wroclaw
3657,Gornik Z.
3658,Zawisza
3659,Korona Kielce
3660,Cracovia
3661,Legia
3662,Zaglebie
3663,Piast Gliwice
3664,Lech Poznan
3665,Widzew Lodz
3666,Pogon Szczecin
3667,Ruch
3668,Podbeskidzie
3669,Lechia Gdansk
3670,Cracovia
3671,Jagiellonia
3672,Zawisza
3673,Korona Kielce
3674,Slask Wroclaw
3675,Gornik Z.
3676,Zaglebie
3677,Legia
3678,Wisla
3679,Podbeskidzie
3680,Legia
3681,Cracovia
3682,Lechia Gdansk
3683,Ruch
3684,Zaglebie
3685,Lech Poznan
3686,Piast Gliwice
3687,Jagiellonia
3688,Pogon Szczecin
3689,Widzew Lodz
3690,Gornik Z.
3691,Korona Kielce
3692,Wisla
3693,Slask Wroclaw
3694,Zawisza
3695,Ruch
3696,Lechia Gdansk
3697,Gornik Z.
3698,Lech Poznan
3699,Cracovia
3700,Zaglebie
3701,Legia
3702,Podbeskidzie
3703,Korona Kielce
3704,Zawisza
3705,Jagiellonia
3706,Wisla
3707,Pogon Szczecin
3708,Piast Gliwice
3709,Slask Wroclaw
3710,Widzew Lodz
3711,Korona Kielce
3712,Lech Poznan
3713,Lechia Gdansk
3714,Gornik Z.
3715,Legia
3716,Zaglebie
3717,Ruch
3718,Cracovia
3719,Widzew Lodz
3720,Wisla
3721,Jagiellonia
3722,Lech Poznan
3723,Podbeskidzie
3724,Pogon Szczecin
3725,Slask Wroclaw
3726,Piast Gliwice
3727,Ruch
3728,Korona Kielce
3729,Legia
3730,Cracovia
3731,Lechia Gdansk
3732,Zawisza
3733,Gornik Z.
3734,Zaglebie
3735,Podbeskidzie
3736,Cracovia
3737,Lechia Gdansk
3738,Widzew Lodz
3739,Lech Poznan
3740,Piast Gliwice
3741,Legia
3742,Ruch
3743,Gornik Z.
3744,Jagiellonia
3745,Korona Kielce
3746,Pogon Szczecin
3747,Slask Wroclaw
3748,Wisla
3749,Zaglebie
3750,Zawisza
3751,Cracovia
3752,Lech Poznan
3753,Slask Wroclaw
3754,Jagiellonia
3755,Legia
3756,Korona Kielce
3757,Ruch
3758,Pogon Szczecin
3759,Podbeskidzie
3760,Piast Gliwice
3761,Lechia Gdansk
3762,Wisla
3763,Widzew Lodz
3764,Gornik Z.
3765,Zawisza
3766,Zaglebie
3767,Jagiellonia
3768,Legia
3769,Cracovia
3770,Pogon Szczecin
3771,Lech Poznan
3772,Korona Kielce
3773,Ruch
3774,Slask Wroclaw
3775,Widzew Lodz
3776,Lechia Gdansk
3777,Slask Wroclaw
3778,Korona Kielce
3779,Pogon Szczecin
3780,Zaglebie
3781,Gornik Z.
3782,Ruch
3783,Jagiellonia
3784,Podbeskidzie
3785,Cracovia
3786,Piast Gliwice
3787,Wisla
3788,Lech Poznan
3789,Legia
3790,Zawisza
3791,Jagiellonia
3792,Podbeskidzie
3793,Slask Wroclaw
3794,Lech Poznan
3795,Lechia Gdansk
3796,Pogon Szczecin
3797,Widzew Lodz
3798,Zawisza
3799,Cracovia
3800,Korona Kielce
3801,Piast Gliwice
3802,Zaglebie
3803,Gornik Z.
3804,Legia
3805,Ruch
3806,Wisla
3807,Podbeskidzie
3808,Leczna
3809,Jagiellonia
3810,Legia
3811,Lech Poznan
3812,Zawisza
3813,Slask Wroclaw
3814,Gornik Z.
3815,GKS Belchatow
3816,Lechia Gdansk
3817,Pogon Szczecin
3818,Cracovia
3819,Ruch
3820,Zawisza
3821,Gornik Z.
3822,Wisla
3823,Jagiellonia
3824,Piast Gliwice
3825,Korona Kielce
3826,Legia
3827,Podbeskidzie
3828,Slask Wroclaw
3829,Lech Poznan
3830,Leczna
3831,Cracovia
3832,Gornik Z.
3833,GKS Belchatow
3834,Legia
3835,Lechia Gdansk
3836,Zawisza
3837,Wisla
3838,Pogon Szczecin
3839,Korona Kielce
3840,Jagiellonia
3841,Leczna
3842,Piast Gliwice
3843,Lech Poznan
3844,Slask Wroclaw
3845,Wisla
3846,Podbeskidzie
3847,Zawisza
3848,Pogon Szczecin
3849,Cracovia
3850,Gornik Z.
3851,Jagiellonia
3852,Legia
3853,Ruch
3854,GKS Belchatow
3855,Piast Gliwice
3856,Wisla
3857,Leczna
3858,Slask Wroclaw
3859,Korona Kielce
3860,Lechia Gdansk
3861,Podbeskidzie
3862,Lech Poznan
3863,Zawisza
3864,Pogon Szczecin
3865,Cracovia
3866,Jagiellonia
3867,Legia
3868,Gornik Z.
3869,GKS Belchatow
3870,Korona Kielce
3871,Slask Wroclaw
3872,Lechia Gdansk
3873,Piast Gliwice
3874,Podbeskidzie
3875,Lech Poznan
3876,Ruch
3877,Wisla
3878,Leczna
3879,Korona Kielce
3880,Slask Wroclaw
3881,Zawisza
3882,GKS Belchatow
3883,Legia
3884,Gornik Z.
3885,Cracovia
3886,Jagiellonia
3887,Podbeskidzie
3888,Wisla
3889,Leczna
3890,Lechia Gdansk
3891,Ruch
3892,Piast Gliwice
3893,Pogon Szczecin
3894,Lech Poznan
3895,Cracovia
3896,Legia
3897,Podbeskidzie
3898,Slask Wroclaw
3899,Jagiellonia
3900,Korona Kielce
3901,Gornik Z.
3902,Zawisza
3903,GKS Belchatow
3904,Wisla
3905,Lechia Gdansk
3906,Piast Gliwice
3907,Pogon Szczecin
3908,Lech Poznan
3909,Zawisza
3910,Ruch
3911,Leczna
3912,Korona Kielce
3913,Gornik Z.
3914,Cracovia
3915,Slask Wroclaw
3916,Legia
3917,Podbeskidzie
3918,Jagiellonia
3919,Piast Gliwice
3920,Lech Poznan
3921,Lechia Gdansk
3922,GKS Belchatow
3923,Wisla
3924,Ruch
3925,Zawisza
3926,Pogon Szczecin
3927,Ruch
3928,GKS Belchatow
3929,Pogon Szczecin
3930,Wisla
3931,Korona Kielce
3932,Lechia Gdansk
3933,Piast Gliwice
3934,Cracovia
3935,Leczna
3936,Piast Gliwice
3937,Jagiellonia
3938,Podbeskidzie
3939,Korona Kielce
3940,Lech Poznan
3941,Slask Wroclaw
3942,Legia
3943,Zawisza
3944,Gornik Z.
3945,GKS Belchatow
3946,Pogon Szczecin
3947,Cracovia
3948,Lechia Gdansk
3949,Wisla
3950,Ruch
3951,Korona Kielce
3952,Slask Wroclaw
3953,Jagiellonia
3954,Ruch
3955,Lech Poznan
3956,Podbeskidzie
3957,Leczna
3958,Piast Gliwice
3959,Zawisza
3960,Lechia Gdansk
3961,GKS Belchatow
3962,Ruch
3963,Pogon Szczecin
3964,Cracovia
3965,Legia
3966,Gornik Z.
3967,Podbeskidzie
3968,Wisla
3969,Lechia Gdansk
3970,Leczna
3971,Slask Wroclaw
3972,Lech Poznan
3973,Korona Kielce
3974,Piast Gliwice
3975,Ruch
3976,Cracovia
3977,GKS Belchatow
3978,Zawisza
3979,Gornik Z.
3980,Jagiellonia
3981,Legia
3982,Pogon Szczecin
3983,Ruch
3984,Lech Poznan
3985,Piast Gliwice
3986,Wisla
3987,Lechia Gdansk
3988,Podbeskidzie
3989,Slask Wroclaw
3990,Leczna
3991,Cracovia
3992,Pogon Szczecin
3993,Gornik Z.
3994,Jagiellonia
3995,Zawisza
3996,Korona Kielce
3997,Legia
3998,GKS Belchatow
3999,Pogon Szczecin
4000,Leczna
4001,Ruch
4002,Wisla
4003,Lechia Gdansk
4004,Piast Gliwice
4005,Podbeskidzie
4006,Lech Poznan
4007,Cracovia
4008,Slask Wroclaw
4009,GKS Belchatow
4010,Legia
4011,Korona Kielce
4012,Gornik Z.
4013,Jagiellonia
4014,Zawisza
4015,Ruch
4016,Wisla
4017,Lechia Gdansk
4018,Piast Gliwice
4019,Pogon Szczecin
4020,GKS Belchatow
4021,Lech Poznan
4022,Leczna
4023,Korona Kielce
4024,Podbeskidzie
4025,Slask Wroclaw
4026,Jagiellonia
4027,Cracovia
4028,Leczna
4029,Legia
4030,Gornik Z.
4031,Zawisza
4032,Ruch
4033,Pogon Szczecin
4034,GKS Belchatow
4035,Lech Poznan
4036,Piast Gliwice
4037,Lechia Gdansk
4038,Wisla
4039,Cracovia
4040,Gornik Z.
4041,Jagiellonia
4042,Korona Kielce
4043,Leczna
4044,Legia
4045,Podbeskidzie
4046,Slask Wroclaw
4047,Korona Kielce
4048,Jagiellonia
4049,Legia
4050,Pogon Szczecin
4051,Wisla
4052,Podbeskidzie
4053,Cracovia
4054,Piast Gliwice
4055,Zawisza
4056,Lechia Gdansk
4057,Leczna
4058,GKS Belchatow
4059,Ruch
4060,Gornik Z.
4061,Lech Poznan
4062,Slask Wroclaw
4063,Korona Kielce
4064,Podbeskidzie
4065,Cracovia
4066,Piast Gliwice
4067,Gornik Z.
4068,Lech Poznan
4069,Legia
4070,Wisla
4071,Zawisza
4072,Cracovia
4073,Slask Wroclaw
4074,Pogon Szczecin
4075,Jagiellonia
4076,Piast Gliwice
4077,Lechia Gdansk
4078,Ruch
4079,Podbeskidzie
4080,Korona Kielce
4081,Leczna
4082,GKS Belchatow
4083,Slask Wroclaw
4084,Jagiellonia
4085,Legia
4086,Lech Poznan
4087,Cracovia
4088,GKS Belchatow
4089,Podbeskidzie
4090,Zawisza
4091,Gornik Z.
4092,Lechia Gdansk
4093,Pogon Szczecin
4094,Wisla
4095,Korona Kielce
4096,Leczna
4097,Piast Gliwice
4098,Ruch
4099,Jagiellonia
4100,Lech Poznan
4101,Legia
4102,Slask Wroclaw
4103,Wisla
4104,Lechia Gdansk
4105,Ruch
4106,Zaglebie
4107,Lech Poznan
4108,Korona Kielce
4109,Slask Wroclaw
4110,Piast Gliwice
4111,Ruch
4112,Cracovia
4113,Zaglebie
4114,Lech Poznan
4115,Jagiellonia
4116,Pogon Szczecin
4117,Legia
4118,Leczna
4119,Piast Gliwice
4120,Lechia Gdansk
4121,Podbeskidzie
4122,Wisla
4123,Jagiellonia
4124,Slask Wroclaw
4125,Leczna
4126,Korona Kielce
4127,Cracovia
4128,Termalica B-B.
4129,Gornik Z.
4130,Pogon Szczecin
4131,Lech Poznan
4132,Slask Wroclaw
4133,Legia
4134,Ruch
4135,Korona Kielce
4136,Zaglebie
4137,Termalica B-B.
4138,Leczna
4139,Piast Gliwice
4140,Jagiellonia
4141,Wisla
4142,Podbeskidzie
4143,Pogon Szczecin
4144,Lechia Gdansk
4145,Ruch
4146,Slask Wroclaw
4147,Cracovia
4148,Lech Poznan
4149,Legia
4150,Gornik Z.
4151,Podbeskidzie
4152,Wisla
4153,Piast Gliwice
4154,Zaglebie
4155,Korona Kielce
4156,Gornik Z.
4157,Termalica B-B.
4158,Jagiellonia
4159,Lechia Gdansk
4160,Legia
4161,Slask Wroclaw
4162,Cracovia
4163,Lech Poznan
4164,Pogon Szczecin
4165,Ruch
4166,Leczna
4167,Gornik Z.
4168,Zaglebie
4169,Termalica B-B.
4170,Podbeskidzie
4171,Piast Gliwice
4172,Ruch
4173,Jagiellonia
4174,Korona Kielce
4175,Wisla
4176,Slask Wroclaw
4177,Leczna
4178,Cracovia
4179,Lech Poznan
4180,Lechia Gdansk
4181,Legia
4182,Pogon Szczecin
4183,Ruch
4184,Jagiellonia
4185,Termalica B-B.
4186,Korona Kielce
4187,Piast Gliwice
4188,Gornik Z.
4189,Zaglebie
4190,Cracovia
4191,Lechia Gdansk
4192,Slask Wroclaw
4193,Podbeskidzie
4194,Lech Poznan
4195,Leczna
4196,Wisla
4197,Legia
4198,Pogon Szczecin
4199,Ruch
4200,Jagiellonia
4201,Cracovia
4202,Piast Gliwice
4203,Zaglebie
4204,Termalica B-B.
4205,Legia
4206,Gornik Z.
4207,Pogon Szczecin
4208,Leczna
4209,Wisla
4210,Piast Gliwice
4211,Lechia Gdansk
4212,Slask Wroclaw
4213,Korona Kielce
4214,Podbeskidzie
4215,Zaglebie
4216,Cracovia
4217,Termalica B-B.
4218,Ruch
4219,Jagiellonia
4220,Gornik Z.
4221,Lech Poznan
4222,Legia
4223,Termalica B-B.
4224,Gornik Z.
4225,Jagiellonia
4226,Leczna
4227,Legia
4228,Podbeskidzie
4229,Pogon Szczecin
4230,Cracovia
4231,Korona Kielce
4232,Piast Gliwice
4233,Gornik Z.
4234,Slask Wroclaw
4235,Lechia Gdansk
4236,Podbeskidzie
4237,Wisla
4238,Ruch
4239,Termalica B-B.
4240,Gornik Z.
4241,Zaglebie
4242,Legia
4243,Pogon Szczecin
4244,Cracovia
4245,Lech Poznan
4246,Zaglebie
4247,Jagiellonia
4248,Korona Kielce
4249,Piast Gliwice
4250,Podbeskidzie
4251,Lechia Gdansk
4252,Wisla
4253,Leczna
4254,Slask Wroclaw
4255,Ruch
4256,Pogon Szczecin
4257,Gornik Z.
4258,Lechia Gdansk
4259,Lech Poznan
4260,Legia
4261,Cracovia
4262,Termalica B-B.
4263,Zaglebie
4264,Wisla
4265,Termalica B-B.
4266,Jagiellonia
4267,Leczna
4268,Korona Kielce
4269,Piast Gliwice
4270,Podbeskidzie
4271,Ruch
4272,Slask Wroclaw
4273,Leczna
4274,Cracovia
4275,Lechia Gdansk
4276,Lech Poznan
4277,Legia
4278,Pogon Szczecin
4279,Jagiellonia
4280,Piast Gliwice
4281,Korona Kielce
4282,Podbeskidzie
4283,Termalica B-B.
4284,Zaglebie
4285,Gornik Z.
4286,Wisla
4287,Slask Wroclaw
4288,Cracovia
4289,Leczna
4290,Lechia Gdansk
4291,Wisla
4292,Lech Poznan
4293,Pogon Szczecin
4294,Legia
4295,Podbeskidzie
4296,Zaglebie
4297,Ruch
4298,Termalica B-B.
4299,Gornik Z.
4300,Jagiellonia
4301,Podbeskidzie
4302,Wisla
4303,Leczna
4304,Slask Wroclaw
4305,Legia
4306,Lechia Gdansk
4307,Lech Poznan
4308,Pogon Szczecin
4309,Korona Kielce
4310,Piast Gliwice
4311,Korona Kielce
4312,Piast Gliwice
4313,Jagiellonia
4314,Cracovia
4315,Ruch
4316,Zaglebie
4317,Gornik Z.
4318,Termalica B-B.
4319,Korona Kielce
4320,Wisla
4321,Podbeskidzie
4322,Slask Wroclaw
4323,Lech Poznan
4324,Lechia Gdansk
4325,Leczna
4326,Pogon Szczecin
4327,Gornik Z.
4328,Lech Poznan
4329,Termalica B-B.
4330,Cracovia
4331,Legia
4332,Zaglebie
4333,Ruch
4334,Jagiellonia
4335,Korona Kielce
4336,Lechia Gdansk
4337,Leczna
4338,Piast Gliwice
4339,Podbeskidzie
4340,Pogon Szczecin
4341,Slask Wroclaw
4342,Wisla
4343,Pogon Szczecin
4344,Legia
4345,Korona Kielce
4346,Zaglebie
4347,Piast Gliwice
4348,Jagiellonia
4349,Podbeskidzie
4350,Wisla
4351,Cracovia
4352,Lech Poznan
4353,Lechia Gdansk
4354,Ruch
4355,Leczna
4356,Termalica B-B.
4357,Gornik Z.
4358,Slask Wroclaw
4359,Zaglebie
4360,Legia
4361,Korona Kielce
4362,Podbeskidzie
4363,Pogon Szczecin
4364,Jagiellonia
4365,Piast Gliwice
4366,Wisla
4367,Lech Poznan
4368,Zaglebie
4369,Gornik Z.
4370,Ruch
4371,Termalica B-B.
4372,Korona Kielce
4373,Jagiellonia
4374,Piast Gliwice
4375,Podbeskidzie
4376,Wisla
4377,Slask Wroclaw
4378,Leczna
4379,Lechia Gdansk
4380,Cracovia
4381,Pogon Szczecin
4382,Legia
4383,Gornik Z.
4384,Jagiellonia
4385,Leczna
4386,Wisla
4387,Lechia Gdansk
4388,Pogon Szczecin
4389,Ruch
4390,Zaglebie
4391,Korona Kielce
4392,Podbeskidzie
4393,Slask Wroclaw
4394,Termalica B-B.
4395,Cracovia
4396,Lech Poznan
4397,Legia
4398,Piast Gliwice
4399,Wisla Plock
4400,Slask Wroclaw
4401,Ruch
4402,Wisla
4403,Legia
4404,Zaglebie
4405,Cracovia
4406,Termalica B-B.
4407,Pogon Szczecin
4408,Arka Gdynia
4409,Jagiellonia
4410,Legia
4411,Piast Gliwice
4412,Termalica B-B.
4413,Lech Poznan
4414,Leczna
4415,Arka Gdynia
4416,Lech Poznan
4417,Lechia Gdansk
4418,Wisla Plock
4419,Leczna
4420,Zaglebie
4421,Korona Kielce
4422,Pogon Szczecin
4423,Jagiellonia
4424,Cracovia
4425,Termalica B-B.
4426,Slask Wroclaw
4427,Korona Kielce
4428,Zaglebie
4429,Legia
4430,Ruch
4431,Lechia Gdansk
4432,Lech Poznan
4433,Arka Gdynia
4434,Leczna
4435,Pogon Szczecin
4436,Piast Gliwice
4437,Wisla
4438,Wisla Plock
4439,Slask Wroclaw
4440,Termalica B-B.
4441,Cracovia
4442,Piast Gliwice
4443,Legia
4444,Zaglebie
4445,Jagiellonia
4446,Korona Kielce
4447,Wisla Plock
4448,Wisla
4449,Pogon Szczecin
4450,Leczna
4451,Arka Gdynia
4452,Lech Poznan
4453,Lechia Gdansk
4454,Ruch
4455,Cracovia
4456,Zaglebie
4457,Piast Gliwice
4458,Korona Kielce
4459,Termalica B-B.
4460,Lech Poznan
4461,Jagiellonia
4462,Slask Wroclaw
4463,Ruch
4464,Slask Wroclaw
4465,Leczna
4466,Wisla Plock
4467,Wisla
4468,Lechia Gdansk
4469,Legia
4470,Arka Gdynia
4471,Termalica B-B.
4472,Wisla
4473,Pogon Szczecin
4474,Lechia Gdansk
4475,Zaglebie
4476,Korona Kielce
4477,Lech Poznan
4478,Piast Gliwice
4479,Ruch
4480,Leczna
4481,Arka Gdynia
4482,Wisla Plock
4483,Legia
4484,Cracovia
4485,Slask Wroclaw
4486,Jagiellonia
4487,Cracovia
4488,Pogon Szczecin
4489,Leczna
4490,Piast Gliwice
4491,Zaglebie
4492,Termalica B-B.
4493,Lech Poznan
4494,Korona Kielce
4495,Arka Gdynia
4496,Wisla
4497,Wisla Plock
4498,Slask Wroclaw
4499,Legia
4500,Lechia Gdansk
4501,Jagiellonia
4502,Ruch
4503,Piast Gliwice
4504,Korona Kielce
4505,Leczna
4506,Pogon Szczecin
4507,Lech Poznan
4508,Cracovia
4509,Arka Gdynia
4510,Zaglebie
4511,Wisla Plock
4512,Ruch
4513,Termalica B-B.
4514,Jagiellonia
4515,Lechia Gdansk
4516,Slask Wroclaw
4517,Wisla
4518,Legia
4519,Piast Gliwice
4520,Jagiellonia
4521,Leczna
4522,Pogon Szczecin
